"match_id","innings","ball","batting_team","bowling_team","striker","non_striker","bowler","runs_off_bat","extras","wides","noballs","byes","legbyes","penalty","wicket_type","player_dismissed"
1,1,5.5,"Team A","Team B","Player 2","Player 5","Player 11",0,0,0,0,0,0,0,"",""
1,1,5.6,"Team A","Team B","Player 2","Player 5","Player 11",2,0,0,0,0,0,0,"",""
1,1,6.1,"Team A","Team B","Player 2","Player 5","Player 11",0,2,0,0,0,0,0,"",""
1,1,6.2,"Team A","Team B","Player 2","Player 5","Player 11",4,0,0,0,0,0,0,"",""
1,1,6.3,"Team A","Team B","Player 2","Player 5","Player 11",1,0,0,0,0,0,0,"",""
1,1,6.4,"Team A","Team B","Player 5","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,6.5,"Team A","Team B","Player 5","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,6.6,"Team A","Team B","Player 2","Player 5","Player 11",0,0,0,0,0,0,0,"",""
1,1,7.1,"Team A","Team B","Player 2","Player 5","Player 11",2,0,0,0,0,0,0,"",""
1,1,7.2,"Team A","Team B","Player 2","Player 5","Player 11",0,0,0,0,0,0,0,"",""
1,1,7.3,"Team A","Team B","Player 2","Player 5","Player 11",1,0,0,0,0,0,0,"",""
1,1,7.4,"Team A","Team B","Player 5","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,7.5,"Team A","Team B","Player 5","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,7.6,"Team A","Team B","Player 5","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,8.1,"Team A","Team B","Player 5","Player 2","Player 11",0,1,0,1,0,0,0,"",""
1,1,8.2,"Team A","Team B","Player 5","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,8.3,"Team A","Team B","Player 2","Player 5","Player 11",0,0,0,0,0,0,0,"",""
1,1,8.4,"Team A","Team B","Player 2","Player 5","Player 11",3,0,0,0,0,0,0,"",""
1,1,8.5,"Team A","Team B","Player 5","Player 2","Player 11",2,0,0,0,0,0,0,"",""
1,1,8.6,"Team A","Team B","Player 5","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,9.1,"Team A","Team B","Player 5","Player 2","Player 11",2,0,0,0,0,0,0,"",""
1,1,9.2,"Team A","Team B","Player 5","Player 2","Player 11",2,0,0,0,0,0,0,"",""
1,1,9.3,"Team A","Team B","Player 5","Player 2","Player 11",6,0,0,0,0,0,0,"",""
1,1,9.4,"Team A","Team B","Player 5","Player 2","Player 11",4,0,0,0,0,0,0,"",""
1,1,9.5,"Team A","Team B","Player 5","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,9.6,"Team A","Team B","Player 2","Player 5","Player 11",1,0,0,0,0,0,0,"",""
1,1,10.1,"Team A","Team B","Player 5","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,10.2,"Team A","Team B","Player 5","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,10.3,"Team A","Team B","Player 2","Player 5","Player 11",1,0,0,0,0,0,0,"",""
1,1,10.4,"Team A","Team B","Player 5","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,10.5,"Team A","Team B","Player 5","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,10.6,"Team A","Team B","Player 2","Player 5","Player 11",0,0,0,0,0,0,0,"",""
1,1,11.1,"Team A","Team B","Player 2","Player 5","Player 11",2,0,0,0,0,0,0,"",""
1,1,11.2,"Team A","Team B","Player 2","Player 5","Player 11",6,0,0,0,0,0,0,"",""
1,1,11.3,"Team A","Team B","Player 2","Player 5","Player 11",1,0,0,0,0,0,0,"",""
1,1,11.4,"Team A","Team B","Player 5","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,11.5,"Team A","Team B","Player 2","Player 5","Player 11",0,0,0,0,0,0,0,"",""
1,1,11.6,"Team A","Team B","Player 2","Player 5","Player 11",1,0,0,0,0,0,0,"",""
1,1,12.1,"Team A","Team B","Player 5","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,12.2,"Team A","Team B","Player 5","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,12.3,"Team A","Team B","Player 5","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,12.4,"Team A","Team B","Player 2","Player 5","Player 11",0,0,0,0,0,0,0,"",""
1,1,12.5,"Team A","Team B","Player 2","Player 5","Player 11",0,0,0,0,0,0,0,"",""
1,1,12.6,"Team A","Team B","Player 2","Player 5","Player 11",1,0,0,0,0,0,0,"",""
1,1,13.1,"Team A","Team B","Player 5","Player 2","Player 11",3,0,0,0,0,0,0,"",""
1,1,13.2,"Team A","Team B","Player 2","Player 5","Player 11",0,2,0,1,0,0,0,"",""
1,1,13.3,"Team A","Team B","Player 2","Player 5","Player 11",1,0,0,0,0,0,0,"",""
1,1,13.4,"Team A","Team B","Player 5","Player 2","Player 11",2,0,0,0,0,0,0,"",""
1,1,13.5,"Team A","Team B","Player 5","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,13.6,"Team A","Team B","Player 2","Player 5","Player 11",1,0,0,0,0,0,0,"",""
1,1,14.1,"Team A","Team B","Player 5","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,14.2,"Team A","Team B","Player 5","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,14.3,"Team A","Team B","Player 5","Player 2","Player 11",4,0,0,0,0,0,0,"",""
1,1,14.4,"Team A","Team B","Player 5","Player 2","Player 11",0,1,0,1,0,0,0,"",""
1,1,14.5,"Team A","Team B","Player 5","Player 2","Player 11",1,0,0,0,0,0,0,"bowled","Player 5"
1,1,14.6,"Team A","Team B","Player 2","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,15.1,"Team A","Team B","Player 6","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,15.2,"Team A","Team B","Player 2","Player 6","Player 11",6,0,0,0,0,0,0,"",""
1,1,15.3,"Team A","Team B","Player 2","Player 6","Player 11",2,0,0,0,0,0,0,"",""
1,1,15.4,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,15.5,"Team A","Team B","Player 2","Player 6","Player 11",4,0,0,0,0,0,0,"",""
1,1,15.6,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,16.1,"Team A","Team B","Player 2","Player 6","Player 11",3,0,0,0,0,0,0,"",""
1,1,16.2,"Team A","Team B","Player 6","Player 2","Player 11",4,0,0,0,0,0,0,"",""
1,1,16.3,"Team A","Team B","Player 6","Player 2","Player 11",2,0,0,0,0,0,0,"",""
1,1,16.4,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,16.5,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,16.6,"Team A","Team B","Player 6","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,17.1,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,17.2,"Team A","Team B","Player 2","Player 6","Player 11",4,0,0,0,0,0,0,"",""
1,1,17.3,"Team A","Team B","Player 2","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,17.4,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,17.5,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,17.6,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,18.1,"Team A","Team B","Player 6","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,18.2,"Team A","Team B","Player 2","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,18.3,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,18.4,"Team A","Team B","Player 6","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,18.5,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,18.6,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,19.1,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,19.2,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,19.3,"Team A","Team B","Player 2","Player 6","Player 11",4,0,0,0,0,0,0,"",""
1,1,19.4,"Team A","Team B","Player 2","Player 6","Player 11",0,2,0,0,0,0,0,"",""
1,1,19.5,"Team A","Team B","Player 2","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,19.6,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,20.1,"Team A","Team B","Player 6","Player 2","Player 11",2,0,0,0,0,0,0,"",""
1,1,20.2,"Team A","Team B","Player 6","Player 2","Player 11",2,0,0,0,0,0,0,"",""
1,1,20.3,"Team A","Team B","Player 6","Player 2","Player 11",0,2,0,0,0,0,0,"",""
1,1,20.4,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,20.5,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,20.6,"Team A","Team B","Player 6","Player 2","Player 11",4,0,0,0,0,0,0,"",""
1,1,21.1,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,21.2,"Team A","Team B","Player 6","Player 2","Player 11",4,0,0,0,0,0,0,"",""
1,1,21.3,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,21.4,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,21.5,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,21.6,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,22.1,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,22.2,"Team A","Team B","Player 6","Player 2","Player 11",0,2,0,0,0,0,0,"",""
1,1,22.3,"Team A","Team B","Player 6","Player 2","Player 11",6,0,0,0,0,0,0,"",""
1,1,22.4,"Team A","Team B","Player 6","Player 2","Player 11",0,2,1,0,0,0,0,"",""
1,1,22.5,"Team A","Team B","Player 6","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,22.6,"Team A","Team B","Player 2","Player 6","Player 11",6,0,0,0,0,0,0,"",""
1,1,23.1,"Team A","Team B","Player 2","Player 6","Player 11",2,0,0,0,0,0,0,"",""
1,1,23.2,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,23.3,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,23.4,"Team A","Team B","Player 2","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,23.5,"Team A","Team B","Player 6","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,23.6,"Team A","Team B","Player 2","Player 6","Player 11",4,0,0,0,0,0,0,"",""
1,1,24.1,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,24.2,"Team A","Team B","Player 2","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,24.3,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,24.4,"Team A","Team B","Player 6","Player 2","Player 11",0,1,0,1,0,0,0,"",""
1,1,24.5,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,24.6,"Team A","Team B","Player 6","Player 2","Player 11",6,0,0,0,0,0,0,"",""
1,1,25.1,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,25.2,"Team A","Team B","Player 6","Player 2","Player 11",0,0,0,0,0,0,0,"",""
1,1,25.3,"Team A","Team B","Player 6","Player 2","Player 11",4,0,0,0,0,0,0,"",""
1,1,25.4,"Team A","Team B","Player 6","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,25.5,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,25.6,"Team A","Team B","Player 2","Player 6","Player 11",4,0,0,0,0,0,0,"",""
1,1,26.1,"Team A","Team B","Player 2","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,26.2,"Team A","Team B","Player 6","Player 2","Player 11",1,0,0,0,0,0,0,"",""
1,1,26.3,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,26.4,"Team A","Team B","Player 2","Player 6","Player 11",2,0,0,0,0,0,0,"",""
1,1,26.5,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,26.6,"Team A","Team B","Player 2","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,27.1,"Team A","Team B","Player 2","Player 6","Player 11",2,0,0,0,0,0,0,"caught","Player 2"
1,1,27.2,"Team A","Team B","Player 7","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,27.3,"Team A","Team B","Player 7","Player 6","Player 11",4,0,0,0,0,0,0,"",""
1,1,27.4,"Team A","Team B","Player 7","Player 6","Player 11",3,0,0,0,0,0,0,"",""
1,1,27.5,"Team A","Team B","Player 6","Player 7","Player 11",2,0,0,0,0,0,0,"",""
1,1,27.6,"Team A","Team B","Player 6","Player 7","Player 11",3,0,0,0,0,0,0,"",""
1,1,28.1,"Team A","Team B","Player 7","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,28.2,"Team A","Team B","Player 7","Player 6","Player 11",4,0,0,0,0,0,0,"",""
1,1,28.3,"Team A","Team B","Player 7","Player 6","Player 11",2,0,0,0,0,0,0,"",""
1,1,28.4,"Team A","Team B","Player 7","Player 6","Player 11",4,0,0,0,0,0,0,"",""
1,1,28.5,"Team A","Team B","Player 7","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,28.6,"Team A","Team B","Player 7","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,29.1,"Team A","Team B","Player 6","Player 7","Player 11",0,0,0,0,0,0,0,"",""
1,1,29.2,"Team A","Team B","Player 6","Player 7","Player 11",3,0,0,0,0,0,0,"",""
1,1,29.3,"Team A","Team B","Player 7","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,29.4,"Team A","Team B","Player 6","Player 7","Player 11",1,0,0,0,0,0,0,"",""
1,1,29.5,"Team A","Team B","Player 7","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,29.6,"Team A","Team B","Player 7","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,30.1,"Team A","Team B","Player 6","Player 7","Player 11",0,1,0,1,0,0,0,"",""
1,1,30.2,"Team A","Team B","Player 6","Player 7","Player 11",1,0,0,0,0,0,0,"",""
1,1,30.3,"Team A","Team B","Player 7","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,30.4,"Team A","Team B","Player 7","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,30.5,"Team A","Team B","Player 6","Player 7","Player 11",0,1,1,1,0,0,0,"",""
1,1,30.6,"Team A","Team B","Player 6","Player 7","Player 11",2,0,0,0,0,0,0,"",""
1,1,31.1,"Team A","Team B","Player 6","Player 7","Player 11",0,1,1,0,0,0,0,"",""
1,1,31.2,"Team A","Team B","Player 6","Player 7","Player 11",0,2,1,0,0,0,0,"",""
1,1,31.3,"Team A","Team B","Player 6","Player 7","Player 11",6,0,0,0,0,0,0,"",""
1,1,31.4,"Team A","Team B","Player 6","Player 7","Player 11",3,0,0,0,0,0,0,"",""
1,1,31.5,"Team A","Team B","Player 7","Player 6","Player 11",2,0,0,0,0,0,0,"",""
1,1,31.6,"Team A","Team B","Player 7","Player 6","Player 11",2,0,0,0,0,0,0,"",""
1,1,32.1,"Team A","Team B","Player 7","Player 6","Player 11",0,1,0,0,0,0,0,"",""
1,1,32.2,"Team A","Team B","Player 7","Player 6","Player 11",2,0,0,0,0,0,0,"",""
1,1,32.3,"Team A","Team B","Player 7","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,32.4,"Team A","Team B","Player 7","Player 6","Player 11",2,0,0,0,0,0,0,"",""
1,1,32.5,"Team A","Team B","Player 7","Player 6","Player 11",2,0,0,0,0,0,0,"caught","Player 7"
1,1,32.6,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,33.1,"Team A","Team B","Player 8","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,33.2,"Team A","Team B","Player 6","Player 8","Player 11",4,0,0,0,0,0,0,"",""
1,1,33.3,"Team A","Team B","Player 6","Player 8","Player 11",0,0,0,0,0,0,0,"",""
1,1,33.4,"Team A","Team B","Player 6","Player 8","Player 11",2,0,0,0,0,0,0,"",""
1,1,33.5,"Team A","Team B","Player 6","Player 8","Player 11",0,1,1,1,0,0,0,"",""
1,1,33.6,"Team A","Team B","Player 6","Player 8","Player 11",0,0,0,0,0,0,0,"",""
1,1,34.1,"Team A","Team B","Player 6","Player 8","Player 11",1,0,0,0,0,0,0,"",""
1,1,34.2,"Team A","Team B","Player 8","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,34.3,"Team A","Team B","Player 6","Player 8","Player 11",1,0,0,0,0,0,0,"",""
1,1,34.4,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,34.5,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,34.6,"Team A","Team B","Player 8","Player 6","Player 11",3,0,0,0,0,0,0,"",""
1,1,35.1,"Team A","Team B","Player 6","Player 8","Player 11",0,0,0,0,0,0,0,"",""
1,1,35.2,"Team A","Team B","Player 6","Player 8","Player 11",0,0,0,0,0,0,0,"",""
1,1,35.3,"Team A","Team B","Player 6","Player 8","Player 11",2,0,0,0,0,0,0,"",""
1,1,35.4,"Team A","Team B","Player 6","Player 8","Player 11",1,0,0,0,0,0,0,"",""
1,1,35.5,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,35.6,"Team A","Team B","Player 8","Player 6","Player 11",2,0,0,0,0,0,0,"",""
1,1,36.1,"Team A","Team B","Player 8","Player 6","Player 11",3,0,0,0,0,0,0,"",""
1,1,36.2,"Team A","Team B","Player 6","Player 8","Player 11",1,0,0,0,0,0,0,"",""
1,1,36.3,"Team A","Team B","Player 8","Player 6","Player 11",0,2,1,1,0,0,0,"",""
1,1,36.4,"Team A","Team B","Player 8","Player 6","Player 11",0,1,0,1,0,0,0,"",""
1,1,36.5,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,36.6,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,37.1,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,37.2,"Team A","Team B","Player 8","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,37.3,"Team A","Team B","Player 6","Player 8","Player 11",6,0,0,0,0,0,0,"",""
1,1,37.4,"Team A","Team B","Player 6","Player 8","Player 11",0,0,0,0,0,0,0,"",""
1,1,37.5,"Team A","Team B","Player 6","Player 8","Player 11",2,0,0,0,0,0,0,"",""
1,1,37.6,"Team A","Team B","Player 6","Player 8","Player 11",0,0,0,0,0,0,0,"",""
1,1,38.1,"Team A","Team B","Player 6","Player 8","Player 11",1,0,0,0,0,0,0,"",""
1,1,38.2,"Team A","Team B","Player 8","Player 6","Player 11",4,0,0,0,0,0,0,"",""
1,1,38.3,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,38.4,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,38.5,"Team A","Team B","Player 8","Player 6","Player 11",3,0,0,0,0,0,0,"",""
1,1,38.6,"Team A","Team B","Player 6","Player 8","Player 11",0,0,0,0,0,0,0,"",""
1,1,39.1,"Team A","Team B","Player 6","Player 8","Player 11",4,0,0,0,0,0,0,"",""
1,1,39.2,"Team A","Team B","Player 6","Player 8","Player 11",2,0,0,0,0,0,0,"",""
1,1,39.3,"Team A","Team B","Player 6","Player 8","Player 11",1,0,0,0,0,0,0,"",""
1,1,39.4,"Team A","Team B","Player 8","Player 6","Player 11",3,0,0,0,0,0,0,"",""
1,1,39.5,"Team A","Team B","Player 6","Player 8","Player 11",0,0,0,0,0,0,0,"",""
1,1,39.6,"Team A","Team B","Player 6","Player 8","Player 11",1,0,0,0,0,0,0,"",""
1,1,40.1,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,40.2,"Team A","Team B","Player 8","Player 6","Player 11",4,0,0,0,0,0,0,"",""
1,1,40.3,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,40.4,"Team A","Team B","Player 8","Player 6","Player 11",6,0,0,0,0,0,0,"",""
1,1,40.5,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,40.6,"Team A","Team B","Player 8","Player 6","Player 11",0,2,0,1,0,0,0,"",""
1,1,41.1,"Team A","Team B","Player 8","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,41.2,"Team A","Team B","Player 8","Player 6","Player 11",0,2,1,0,0,0,0,"",""
1,1,41.3,"Team A","Team B","Player 8","Player 6","Player 11",1,0,0,0,0,0,0,"bowled","Player 8"
1,1,41.4,"Team A","Team B","Player 6","Player 9","Player 11",1,0,0,0,0,0,0,"",""
1,1,41.5,"Team A","Team B","Player 9","Player 6","Player 11",0,0,0,0,0,0,0,"",""
1,1,41.6,"Team A","Team B","Player 9","Player 6","Player 11",1,0,0,0,0,0,0,"",""
1,1,42.1,"Team A","Team B","Player 6","Player 9","Player 11",0,0,0,0,0,0,0,"",""
1,1,42.2,"Team A","Team B","Player 6","Player 9","Player 11",0,2,0,0,0,0,0,"",""
1,1,42.3,"Team A","Team B","Player 6","Player 9","Player 11",4,0,0,0,0,0,0,"",""
1,1,42.4,"Team A","Team B","Player 6","Player 9","Player 11",2,0,0,0,0,0,0,"",""
1,1,42.5,"Team A","Team B","Player 6","Player 9","Player 11",0,0,0,0,0,0,0,"run out","Player 6"
1,1,42.6,"Team A","Team B","Player 10","Player 9","Player 11",6,0,0,0,0,0,0,"",""
1,1,43.1,"Team A","Team B","Player 10","Player 9","Player 11",0,0,0,0,0,0,0,"",""
1,1,43.2,"Team A","Team B","Player 10","Player 9","Player 11",0,0,0,0,0,0,0,"",""
1,1,43.3,"Team A","Team B","Player 10","Player 9","Player 11",4,0,0,0,0,0,0,"",""
1,1,43.4,"Team A","Team B","Player 10","Player 9","Player 11",2,0,0,0,0,0,0,"",""
1,1,43.5,"Team A","Team B","Player 10","Player 9","Player 11",1,0,0,0,0,0,0,"",""
1,1,43.6,"Team A","Team B","Player 9","Player 10","Player 11",0,0,0,0,0,0,0,"",""
1,1,44.1,"Team A","Team B","Player 9","Player 10","Player 11",1,0,0,0,0,0,0,"",""
1,1,44.2,"Team A","Team B","Player 10","Player 9","Player 11",0,0,0,0,0,0,0,"",""
1,1,44.3,"Team A","Team B","Player 10","Player 9","Player 11",0,0,0,0,0,0,0,"caught","Player 10"
1,1,44.4,"Team A","Team B","Player 11","Player 9","Player 11",0,0,0,0,0,0,0,"",""
1,1,44.5,"Team A","Team B","Player 11","Player 9","Player 11",1,0,0,0,0,0,0,"",""
1,1,44.6,"Team A","Team B","Player 9","Player 11","Player 11",0,1,0,0,0,0,0,"",""
1,1,45.1,"Team A","Team B","Player 9","Player 11","Player 11",4,0,0,0,0,0,0,"",""
1,1,45.2,"Team A","Team B","Player 9","Player 11","Player 11",1,0,0,0,0,0,0,"",""
1,1,45.3,"Team A","Team B","Player 11","Player 9","Player 11",0,0,0,0,0,0,0,"",""
1,1,45.4,"Team A","Team B","Player 11","Player 9","Player 11",4,0,0,0,0,0,0,"",""
1,1,45.5,"Team A","Team B","Player 11","Player 9","Player 11",1,0,0,0,0,0,0,"",""
1,1,45.6,"Team A","Team B","Player 9","Player 11","Player 11",0,0,0,0,0,0,0,"",""
1,1,46.1,"Team A","Team B","Player 9","Player 11","Player 11",1,0,0,0,0,0,0,"",""
1,1,46.2,"Team A","Team B","Player 11","Player 9","Player 11",1,0,0,0,0,0,0,"",""
1,1,46.3,"Team A","Team B","Player 9","Player 11","Player 11",6,0,0,0,0,0,0,"",""
1,1,46.4,"Team A","Team B","Player 9","Player 11","Player 11",6,0,0,0,0,0,0,"",""
1,1,46.5,"Team A","Team B","Player 9","Player 11","Player 11",1,0,0,0,0,0,0,"",""
1,1,46.6,"Team A","Team B","Player 11","Player 9","Player 11",0,0,0,0,0,0,0,"",""
